"id","name","partyShort","stateAbbreviation","subcommitteeId","subcommitteeName","subcommitteePosition","subcommitteeSide","subcommitteeRank"
"M001193","Tom MacArthur","R","NJ","M001193","Housing, Community Development, and Insurance","member","majority",12
"B001305","Ted Budd","R","NC","B001305","Housing, Community Development, and Insurance","member","majority",13
"H001036","Jeb Hensarling","R","TX","H001036","Housing, Community Development, and Insurance","member","majority",14
"W000812","Ann Wagner","R","MO","W000812","Oversight and Investigations","member","majority",1
"G000553","Al Green","D","TX","G000553","Oversight and Investigations","member","minority",1
"T000470","Scott Tipton","R","CO","T000470","Oversight and Investigations","member","majority",2
"E000288","Keith Ellison","D","MN","E000288","Oversight and Investigations","member","minority",2
"K000210","Peter T. King","R","NY","K000210","Oversight and Investigations","member","majority",3
"C001061","Emanuel Cleaver II","D","MO","C001061","Oversight and Investigations","member","minority",3
"B001281","Joyce Beatty","D","OH","B001281","Oversight and Investigations","member","minority",4
"M001156","Patrick T. McHenry","R","NC","M001156","Oversight and Investigations","member","majority",4
"C001037","Michael E. Capuano","D","MA","C001037","Oversight and Investigations","member","minority",5
"R000593","Dennis Ross","R","FL","R000593","Oversight and Investigations","member","majority",5
"M001160","Gwen Moore","D","WI","M001160","Oversight and Investigations","member","minority",6
"M001189","Luke Messer","R","IN","M001189","Oversight and Investigations","member","majority",6
"G000583","Josh Gottheimer","D","NJ","G000583","Oversight and Investigations","member","minority",7
"Z000017","Lee Zeldin","R","NY","Z000017","Oversight and Investigations","member","majority",7
"T000475","Dave Trott","R","MI","T000475","Oversight and Investigations","member","majority",8
"G000581","Vicente Gonzalez","D","TX","G000581","Oversight and Investigations","member","minority",8
"L000583","Barry Loudermilk","R","GA","L000583","Oversight and Investigations","member","majority",9
"C001111","Charlie Crist","D","FL","C001111","Oversight and Investigations","member","minority",9
"W000187","Maxine Waters","D","CA","W000187","Oversight and Investigations","member","minority",10
"K000392","David Kustoff","R","TN","K000392","Oversight and Investigations","member","majority",10
"T000478","Claudia Tenney","R","NY","T000478","Oversight and Investigations","member","majority",11
"H001036","Jeb Hensarling","R","TX","H001036","Oversight and Investigations","member","majority",12
"H001074","Trey Hollingsworth","R","IN","H001074","Oversight and Investigations","member","majority",12
"P000588","Steve Pearce","R","NM","P000588","National Security, International Development, and Monetary Policy","member","majority",1
"P000593","Ed Perlmutter","D","CO","P000593","National Security, International Development, and Monetary Policy","member","minority",1
"M000087","Carolyn B. Maloney","D","NY","M000087","National Security, International Development, and Monetary Policy","member","minority",2
"P000606","Robert Pittenger","R","NC","P000606","National Security, International Development, and Monetary Policy","member","majority",2
"R000598","Keith Rothfus","R","PA","R000598","National Security, International Development, and Monetary Policy","member","majority",3
"H001047","Jim Himes","D","CT","H001047","National Security, International Development, and Monetary Policy","member","minority",3
"F000454","Bill Foster","D","IL","F000454","National Security, International Development, and Monetary Policy","member","minority",4
"M001189","Luke Messer","R","IN","M001189","National Security, International Development, and Monetary Policy","member","majority",4
"K000380","Dan Kildee","D","MI","K000380","National Security, International Development, and Monetary Policy","member","minority",5
"T000470","Scott Tipton","R","CO","T000470","National Security, International Development, and Monetary Policy","member","majority",5
"D000620","John Delaney","D","MD","D000620","National Security, International Development, and Monetary Policy","member","minority",6
"W000816","Roger Williams","R","TX","W000816","National Security, International Development, and Monetary Policy","member","majority",6
"P000611","Bruce Poliquin","R","ME","P000611","National Security, International Development, and Monetary Policy","member","majority",7
"S001191","Kyrsten Sinema","D","AZ","S001191","National Security, International Development, and Monetary Policy","member","minority",7
"L000584","Mia Love","R","UT","L000584","National Security, International Development, and Monetary Policy","member","majority",8
"V000130","Juan Vargas","D","CA","V000130","National Security, International Development, and Monetary Policy","member","minority",8
"G000583","Josh Gottheimer","D","NJ","G000583","National Security, International Development, and Monetary Policy","member","minority",9
"H001072","French Hill","R","AR","H001072","National Security, International Development, and Monetary Policy","member","majority",9
"K000390","Ruben Kihuen","D","NV","K000390","National Security, International Development, and Monetary Policy","member","minority",10
"E000294","Tom Emmer","R","MN","E000294","National Security, International Development, and Monetary Policy","member","majority",10
"L000562","Stephen F. Lynch","D","MA","L000562","National Security, International Development, and Monetary Policy","member","minority",11
"Z000017","Lee Zeldin","R","NY","Z000017","National Security, International Development, and Monetary Policy","member","majority",11
"W000187","Maxine Waters","D","CA","W000187","National Security, International Development, and Monetary Policy","member","minority",12
"D000626","Warren Davidson","R","OH","D000626","National Security, International Development, and Monetary Policy","member","majority",12
"B001305","Ted Budd","R","NC","B001305","National Security, International Development, and Monetary Policy","member","majority",13
"K000392","David Kustoff","R","TN","K000392","National Security, International Development, and Monetary Policy","member","majority",14
"H001036","Jeb Hensarling","R","TX","H001036","National Security, International Development, and Monetary Policy","member","majority",15
"S000522","Christopher H. Smith","R","NJ","S000522","Africa, Global Health, and Global Human Rights","member","majority",1
"B001270","Karen Bass","D","CA","B001270","Africa, Global Health, and Global Human Rights","member","minority",1
"B001287","Ami Bera","D","CA","B001287","Africa, Global Health, and Global Human Rights","member","minority",2
"M001187","Mark Meadows","R","NC","M001187","Africa, Global Health, and Global Human Rights","member","majority",2
"D000625","Daniel M. Donovan","R","NY","D000625","Africa, Global Health, and Global Human Rights","member","majority",3
"C001091","Joaquín Castro","D","TX","C001091","Africa, Global Health, and Global Human Rights","member","minority",3
"S001201","Thomas Suozzi","D","NY","S001201","Africa, Global Health, and Global Human Rights","member","minority",4
"S000244","F. James Sensenbrenner","R","WI","S000244","Africa, Global Health, and Global Human Rights","member","majority",4
"G000580","Thomas Garrett","R","VA","G000580","Africa, Global Health, and Global Human Rights","member","majority",5
"S000344","Brad Sherman","D","CA","S000344","Asia, the Pacific, Central Asia, and Nonproliferation","member","minority",1
"Y000065","Ted Yoho","R","FL","Y000065","Asia, the Pacific, Central Asia, and Nonproliferation","member","majority",1
"R000409","Dana Rohrabacher","R","CA","R000409","Asia, the Pacific, Central Asia, and Nonproliferation","member","majority",2
"B001287","Ami Bera","D","CA","B001287","Asia, the Pacific, Central Asia, and Nonproliferation","member","minority",2
"T000468","Dina Titus","D","NV","T000468","Asia, the Pacific, Central Asia, and Nonproliferation","member","minority",3
"C000266","Steven J. Chabot","R","OH","C000266","Asia, the Pacific, Central Asia, and Nonproliferation","member","majority",3
"M001179","Tom Marino","R","PA","M001179","Asia, the Pacific, Central Asia, and Nonproliferation","member","majority",4
"C001078","Gerald E. Connolly","D","VA","C001078","Asia, the Pacific, Central Asia, and Nonproliferation","member","minority",4
"D000610","Ted Deutch","D","FL","D000610","Asia, the Pacific, Central Asia, and Nonproliferation","member","minority",5
"B001274","Mo Brooks","R","AL","B001274","Asia, the Pacific, Central Asia, and Nonproliferation","member","majority",5
"G000571","Tulsi Gabbard","D","HI","G000571","Asia, the Pacific, Central Asia, and Nonproliferation","member","minority",6
"P000605","Scott Perry","R","PA","P000605","Asia, the Pacific, Central Asia, and Nonproliferation","member","majority",6
"K000378","Adam Kinzinger","R","IL","K000378","Asia, the Pacific, Central Asia, and Nonproliferation","member","majority",7
"W000812","Ann Wagner","R","MO","W000812","Asia, the Pacific, Central Asia, and Nonproliferation","member","majority",8
"R000409","Dana Rohrabacher","R","CA","R000409","Europe, Energy, the Environment, and Cyber","member","majority",1
"M001137","Gregory W. Meeks","D","NY","M001137","Europe, Energy, the Environment, and Cyber","member","minority",1
"S000344","Brad Sherman","D","CA","S000344","Europe, Energy, the Environment, and Cyber","member","minority",2
"W000795","Joe Wilson","R","SC","W000795","Europe, Energy, the Environment, and Cyber","member","majority",2
"S001165","Albio Sires","D","NJ","S001165","Europe, Energy, the Environment, and Cyber","member","minority",3
"P000592","Ted Poe","R","TX","P000592","Europe, Energy, the Environment, and Cyber","member","majority",3
"M001179","Tom Marino","R","PA","M001179","Europe, Energy, the Environment, and Cyber","member","majority",4
"K000375","Bill Keating","D","MA","K000375","Europe, Energy, the Environment, and Cyber","member","minority",4
"C001084","David Cicilline","D","RI","C001084","Europe, Energy, the Environment, and Cyber","member","minority",5
"S000244","F. James Sensenbrenner","R","WI","S000244","Europe, Energy, the Environment, and Cyber","member","majority",5
"K000385","Robin Kelly","D","IL","K000385","Europe, Energy, the Environment, and Cyber","member","minority",6
"R000607","Francis Rooney","R","FL","R000607","Europe, Energy, the Environment, and Cyber","member","majority",6
"F000466","Brian Fitzpatrick","R","PA","F000466","Europe, Energy, the Environment, and Cyber","member","majority",7
"C001114","John Curtis","R","UT","C001114","Europe, Energy, the Environment, and Cyber","member","majority",8
"D000610","Ted Deutch","D","FL","D000610","Middle East, North Africa, and Global Counterterrorism","member","minority",1
"R000435","Ileana Ros-Lehtinen","R","FL","R000435","Middle East, North Africa, and Global Counterterrorism","member","majority",1
"C001078","Gerald E. Connolly","D","VA","C001078","Middle East, North Africa, and Global Counterterrorism","member","minority",2
"C000266","Steven J. Chabot","R","OH","C000266","Middle East, North Africa, and Global Counterterrorism","member","majority",2
"C001084","David Cicilline","D","RI","C001084","Middle East, North Africa, and Global Counterterrorism","member","minority",3
"I000056","Darrell Issa","R","CA","I000056","Middle East, North Africa, and Global Counterterrorism","member","majority",3
"F000462","Lois Frankel","D","FL","F000462","Middle East, North Africa, and Global Counterterrorism","member","minority",4
"B001296","Brendan Boyle","D","PA","B001296","Middle East, North Africa, and Global Counterterrorism","member","minority",5
"M001187","Mark Meadows","R","NC","M001187","Middle East, North Africa, and Global Counterterrorism","member","majority",5
"G000571","Tulsi Gabbard","D","HI","G000571","Middle East, North Africa, and Global Counterterrorism","member","minority",6
"K000378","Adam Kinzinger","R","IL","K000378","Middle East, North Africa, and Global Counterterrorism","member","majority",6
"Z000017","Lee Zeldin","R","NY","Z000017","Middle East, North Africa, and Global Counterterrorism","member","majority",7
"S001190","Brad Schneider","D","IL","S001190","Middle East, North Africa, and Global Counterterrorism","member","minority",7
"S001201","Thomas Suozzi","D","NY","S001201","Middle East, North Africa, and Global Counterterrorism","member","minority",8
"D000625","Daniel M. Donovan","R","NY","D000625","Middle East, North Africa, and Global Counterterrorism","member","majority",8
"L000582","Ted Lieu","D","CA","L000582","Middle East, North Africa, and Global Counterterrorism","member","minority",9
"W000812","Ann Wagner","R","MO","W000812","Middle East, North Africa, and Global Counterterrorism","member","majority",9
"M001199","Brian Mast","R","FL","M001199","Middle East, North Africa, and Global Counterterrorism","member","majority",10
"F000466","Brian Fitzpatrick","R","PA","F000466","Middle East, North Africa, and Global Counterterrorism","member","majority",11
"C001114","John Curtis","R","UT","C001114","Middle East, North Africa, and Global Counterterrorism","member","majority",12
"S001165","Albio Sires","D","NJ","S001165","Western Hemisphere, Civilian Security, Migration, and International Economic Policy","member","minority",1
"C001094","Paul Cook","R","CA","C001094","Western Hemisphere, Civilian Security, Migration, and International Economic Policy","member","majority",1
"S000522","Christopher H. Smith","R","NJ","S000522","Western Hemisphere, Civilian Security, Migration, and International Economic Policy","member","majority",2
"C001091","Joaquín Castro","D","TX","C001091","Western Hemisphere, Civilian Security, Migration, and International Economic Policy","member","minority",2
"R000435","Ileana Ros-Lehtinen","R","FL","R000435","Western Hemisphere, Civilian Security, Migration, and International Economic Policy","member","majority",3
"K000385","Robin Kelly","D","IL","K000385","Western Hemisphere, Civilian Security, Migration, and International Economic Policy","member","minority",3
"T000474","Norma Torres","D","CA","T000474","Western Hemisphere, Civilian Security, Migration, and International Economic Policy","member","minority",4
"M001157","Michael McCaul","R","TX","M001157","Western Hemisphere, Civilian Security, Migration, and International Economic Policy","member","majority",4
"B001274","Mo Brooks","R","AL","B001274","Western Hemisphere, Civilian Security, Migration, and International Economic Policy","member","majority",5
"E000297","Adriano Espaillat","D","NY","E000297","Western Hemisphere, Civilian Security, Migration, and International Economic Policy","member","minority",5
"M001137","Gregory W. Meeks","D","NY","M001137","Western Hemisphere, Civilian Security, Migration, and International Economic Policy","member","minority",6
"Y000065","Ted Yoho","R","FL","Y000065","Western Hemisphere, Civilian Security, Migration, and International Economic Policy","member","majority",7
"R000607","Francis Rooney","R","FL","R000607","Western Hemisphere, Civilian Security, Migration, and International Economic Policy","member","majority",8
"M001197","Martha McSally","R","AZ","M001197","Border Security, Facilitation, and Operations","member","majority",1
"V000132","Filemon Vela","D","TX","V000132","Border Security, Facilitation, and Operations","member","minority",1
"R000588","Cedric Richmond","D","LA","R000588","Border Security, Facilitation, and Operations","member","minority",2
"S000583","Lamar Smith","R","TX","S000583","Border Security, Facilitation, and Operations","member","majority",2
"C001110","J. Luis Correa","D","CA","C001110","Border Security, Facilitation, and Operations","member","minority",3
"R000575","Mike D. Rogers","R","AL","R000575","Border Security, Facilitation, and Operations","member","majority",3
"B001269","Lou Barletta","R","PA","B001269","Border Security, Facilitation, and Operations","member","majority",4
"D000627","Val Demings","D","FL","D000627","Border Security, Facilitation, and Operations","member","minority",4
"B001300","Nanette Barragán","D","CA","B001300","Border Security, Facilitation, and Operations","member","minority",5
"H001073","Will Hurd","R","TX","H001073","Border Security, Facilitation, and Operations","member","majority",5
"R000609","John Rutherford","R","FL","R000609","Border Security, Facilitation, and Operations","member","majority",6
"B001298","Don Bacon","R","NE","B001298","Border Security, Facilitation, and Operations","member","majority",7
"P000604","Donald M. Payne Jr.","D","NJ","P000604","Emergency Preparedness, Response, and Recovery","member","minority",1
"D000625","Daniel M. Donovan","R","NY","D000625","Emergency Preparedness, Response, and Recovery","member","majority",1
"L000559","Jim Langevin","D","RI","L000559","Emergency Preparedness, Response, and Recovery","member","minority",2
"K000210","Peter T. King","R","NY","K000210","Emergency Preparedness, Response, and Recovery","member","majority",2
"W000822","Bonnie Watson Coleman","D","NJ","W000822","Emergency Preparedness, Response, and Recovery","member","minority",3
"M001197","Martha McSally","R","AZ","M001197","Emergency Preparedness, Response, and Recovery","member","majority",3
"R000609","John Rutherford","R","FL","R000609","Emergency Preparedness, Response, and Recovery","member","majority",4
"G000580","Thomas Garrett","R","VA","G000580","Emergency Preparedness, Response, and Recovery","member","majority",5
"R000588","Cedric Richmond","D","LA","R000588","Cybersecurity, Infrastructure Protection, and Innovation","member","minority",1
"R000601","John Ratcliffe","R","TX","R000601","Cybersecurity, Infrastructure Protection, and Innovation","member","majority",1
"K000386","John Katko","R","NY","K000386","Cybersecurity, Infrastructure Protection, and Innovation","member","majority",2
"J000032","Sheila Jackson Lee","D","TX","J000032","Cybersecurity, Infrastructure Protection, and Innovation","member","minority",2
"L000559","Jim Langevin","D","RI","L000559","Cybersecurity, Infrastructure Protection, and Innovation","member","minority",3
"D000625","Daniel M. Donovan","R","NY","D000625","Cybersecurity, Infrastructure Protection, and Innovation","member","majority",3
"G000579","Mike Gallagher","R","WI","G000579","Cybersecurity, Infrastructure Protection, and Innovation","member","majority",4
"D000627","Val Demings","D","FL","D000627","Cybersecurity, Infrastructure Protection, and Innovation","member","minority",4
"F000466","Brian Fitzpatrick","R","PA","F000466","Cybersecurity, Infrastructure Protection, and Innovation","member","majority",5
"B001298","Don Bacon","R","NE","B001298","Cybersecurity, Infrastructure Protection, and Innovation","member","majority",6
"K000210","Peter T. King","R","NY","K000210","Intelligence and Counterterrorism","member","majority",1
"R000602","Kathleen Rice","D","NY","R000602","Intelligence and Counterterrorism","member","minority",1
"B001269","Lou Barletta","R","PA","B001269","Intelligence and Counterterrorism","member","majority",2
"J000032","Sheila Jackson Lee","D","TX","J000032","Intelligence and Counterterrorism","member","minority",2
"P000605","Scott Perry","R","PA","P000605","Intelligence and Counterterrorism","member","majority",3
"K000375","Bill Keating","D","MA","K000375","Intelligence and Counterterrorism","member","minority",3
"H001073","Will Hurd","R","TX","H001073","Intelligence and Counterterrorism","member","majority",4
"G000579","Mike Gallagher","R","WI","G000579","Intelligence and Counterterrorism","member","majority",5
"P000605","Scott Perry","R","PA","P000605","Oversight, Management, and Accountability","member","majority",1
"C001110","J. Luis Correa","D","CA","C001110","Oversight, Management, and Accountability","member","minority",1
"R000602","Kathleen Rice","D","NY","R000602","Oversight, Management, and Accountability","member","minority",2
"R000601","John Ratcliffe","R","TX","R000601","Oversight, Management, and Accountability","member","majority",2
"H001077","Clay Higgins","R","LA","H001077","Oversight, Management, and Accountability","member","majority",3
"B001300","Nanette Barragán","D","CA","B001300","Oversight, Management, and Accountability","member","minority",3
"G000580","Thomas Garrett","R","VA","G000580","Oversight, Management, and Accountability","member","majority",4
"E000298","Ron Estes","R","KS","E000298","Oversight, Management, and Accountability","member","majority",5
"W000822","Bonnie Watson Coleman","D","NJ","W000822","Transportation and Maritime Security","member","minority",1
"K000386","John Katko","R","NY","K000386","Transportation and Maritime Security","member","majority",1
"K000375","Bill Keating","D","MA","K000375","Transportation and Maritime Security","member","minority",2
"R000575","Mike D. Rogers","R","AL","R000575","Transportation and Maritime Security","member","majority",2
"H001077","Clay Higgins","R","LA","H001077","Transportation and Maritime Security","member","majority",3
"P000604","Donald M. Payne Jr.","D","NJ","P000604","Transportation and Maritime Security","member","minority",3
"F000466","Brian Fitzpatrick","R","PA","F000466","Transportation and Maritime Security","member","majority",4
"E000298","Ron Estes","R","KS","E000298","Transportation and Maritime Security","member","majority",5
"L000585","Darin M. LaHood","R","IL","L000585","Energy and Mineral Resources","member","majority",
"L000579","Alan Lowenthal","D","CA","L000579","Energy and Mineral Resources","member","minority",1
"G000565","Paul Gosar","R","AZ","G000565","Energy and Mineral Resources","member","majority",1
"B001304","Anthony Brown","D","MD","B001304","Energy and Mineral Resources","member","minority",2
"G000552","Louie Gohmert","R","TX","G000552","Energy and Mineral Resources","member","majority",2
"L000564","Doug Lamborn","R","CO","L000564","Energy and Mineral Resources","member","majority",3
"C001059","Jim Costa","D","CA","C001059","Energy and Mineral Resources","member","minority",3
"W000804","Robert J. Wittman","R","VA","W000804","Energy and Mineral Resources","member","majority",4
"T000465","Niki Tsongas","D","MA","T000465","Energy and Mineral Resources","member","minority",4
"P000588","Steve Pearce","R","NM","P000588","Energy and Mineral Resources","member","majority",5
"H001068","Jared Huffman","D","CA","H001068","Energy and Mineral Resources","member","minority",5
"T000467","Glenn Thompson","R","PA","T000467","Energy and Mineral Resources","member","majority",6
"B001292","Donald Beyer","D","VA","B001292","Energy and Mineral Resources","member","minority",6
"T000470","Scott Tipton","R","CO","T000470","Energy and Mineral Resources","member","majority",7
"S001200","Darren Soto","D","FL","S001200","Energy and Mineral Resources","member","minority",7
"B001300","Nanette Barragán","D","CA","B001300","Energy and Mineral Resources","member","minority",8
"C001094","Paul Cook","R","CA","C001094","Energy and Mineral Resources","member","majority",8
"G000577","Garret Graves","R","LA","G000577","Energy and Mineral Resources","member","majority",9
"H001071","Jody Hice","R","GA","H001071","Energy and Mineral Resources","member","majority",10
"B001301","Jack Bergman","R","MI","B001301","Energy and Mineral Resources","member","majority",12
"C001109","Liz Cheney","R","WY","C001109","Energy and Mineral Resources","member","majority",13
"L000585","Darin M. LaHood","R","IL","L000585","National Parks, Forests, and Public Lands","member","majority",
"H001050","Colleen Hanabusa","D","HI","H001050","National Parks, Forests, and Public Lands","member","minority",1
"M001177","Tom McClintock","R","CA","M001177","National Parks, Forests, and Public Lands","member","majority",1
"T000465","Niki Tsongas","D","MA","T000465","National Parks, Forests, and Public Lands","member","minority",2
"Y000033","Don Young","R","AK","Y000033","National Parks, Forests, and Public Lands","member","majority",2
"P000588","Steve Pearce","R","NM","P000588","National Parks, Forests, and Public Lands","member","majority",3
"L000579","Alan Lowenthal","D","CA","L000579","National Parks, Forests, and Public Lands","member","minority",3
"T000467","Glenn Thompson","R","PA","T000467","National Parks, Forests, and Public Lands","member","majority",4
"T000474","Norma Torres","D","CA","T000474","National Parks, Forests, and Public Lands","member","minority",4
"L000573","Raúl Labrador","R","ID","L000573","National Parks, Forests, and Public Lands","member","majority",5
"G000574","Ruben Gallego","D","AZ","G000574","National Parks, Forests, and Public Lands","member","minority",5
"M001200","A. Donald McEachin","D","VA","M001200","National Parks, Forests, and Public Lands","member","minority",6
"T000470","Scott Tipton","R","CO","T000470","National Parks, Forests, and Public Lands","member","majority",6
"B001304","Anthony Brown","D","MD","B001304","National Parks, Forests, and Public Lands","member","minority",7
"W000821","Bruce Westerman","R","AR","W000821","National Parks, Forests, and Public Lands","member","majority",7
"G000585","Jimmy Gomez","D","CA","G000585","National Parks, Forests, and Public Lands","member","minority",8
"W000806","Daniel Webster","R","FL","W000806","National Parks, Forests, and Public Lands","member","majority",9
"B001301","Jack Bergman","R","MI","B001301","National Parks, Forests, and Public Lands","member","majority",10
"C001109","Liz Cheney","R","WY","C001109","National Parks, Forests, and Public Lands","member","majority",11
"G000584","Greg Gianforte","R","MT","G000584","National Parks, Forests, and Public Lands","member","majority",12
"L000564","Doug Lamborn","R","CO","L000564","Water, Oceans, and Wildlife","member","majority",1
"H001068","Jared Huffman","D","CA","H001068","Water, Oceans, and Wildlife","member","minority",1
"W000804","Robert J. Wittman","R","VA","W000804","Water, Oceans, and Wildlife","member","majority",2
"N000179","Grace F. Napolitano","D","CA","N000179","Water, Oceans, and Wildlife","member","minority",2
"M001177","Tom McClintock","R","CA","M001177","Water, Oceans, and Wildlife","member","majority",3
"C001059","Jim Costa","D","CA","C001059","Water, Oceans, and Wildlife","member","minority",3
"B001292","Donald Beyer","D","VA","B001292","Water, Oceans, and Wildlife","member","minority",4
"G000565","Paul Gosar","R","AZ","G000565","Water, Oceans, and Wildlife","member","majority",4
"B001300","Nanette Barragán","D","CA","B001300","Water, Oceans, and Wildlife","member","minority",5
"L000578","Doug LaMalfa","R","CA","L000578","Water, Oceans, and Wildlife","member","majority",5
"B001245","Madeleine Z. Bordallo","D","GU","B001245","Water, Oceans, and Wildlife","member","minority",6
"D000612","Jeffrey Denham","R","CA","D000612","Water, Oceans, and Wildlife","member","majority",6
"G000577","Garret Graves","R","LA","G000577","Water, Oceans, and Wildlife","member","majority",7
"S001177","Gregorio Kilili Camacho Sablan","D","MP","S001177","Water, Oceans, and Wildlife","member","minority",7
"G000585","Jimmy Gomez","D","CA","G000585","Water, Oceans, and Wildlife","member","minority",8
"H001071","Jody Hice","R","GA","H001071","Water, Oceans, and Wildlife","member","majority",8
"W000806","Daniel Webster","R","FL","W000806","Water, Oceans, and Wildlife","member","majority",9
"J000299","Mike Johnson","R","LA","J000299","Water, Oceans, and Wildlife","member","majority",10
"G000584","Greg Gianforte","R","MT","G000584","Water, Oceans, and Wildlife","member","majority",11
"M001200","A. Donald McEachin","D","VA","M001200","Oversight and Investigations","member","minority",1
"W000821","Bruce Westerman","R","AR","W000821","Oversight and Investigations","member","majority",1
"G000552","Louie Gohmert","R","TX","G000552","Oversight and Investigations","member","majority",2
"G000574","Ruben Gallego","D","AZ","G000574","Oversight and Investigations","member","minority",2
"L000573","Raúl Labrador","R","ID","L000573","Oversight and Investigations","member","majority",3
"H001068","Jared Huffman","D","CA","H001068","Oversight and Investigations","member","minority",3
"R000600","Amata Coleman Radewagen","R","AS","R000600","Oversight and Investigations","member","majority",4
"S001200","Darren Soto","D","FL","S001200","Oversight and Investigations","member","minority",4
"J000299","Mike Johnson","R","LA","J000299","Oversight and Investigations","member","majority",5
"C001049","William Lacy Clay","D","MO","C001049","Oversight and Investigations","member","minority",5
"G000582","Jenniffer González-Colón","R","PR","G000582","Oversight and Investigations","member","majority",6
"L000585","Darin M. LaHood","R","IL","L000585","For Indigenous Peoples of the United States","member","majority",
"T000474","Norma Torres","D","CA","T000474","For Indigenous Peoples of the United States","member","minority",1
"L000578","Doug LaMalfa","R","CA","L000578","For Indigenous Peoples of the United States","member","majority",1
"Y000033","Don Young","R","AK","Y000033","For Indigenous Peoples of the United States","member","majority",2
"B001245","Madeleine Z. Bordallo","D","GU","B001245","For Indigenous Peoples of the United States","member","minority",2
"S001177","Gregorio Kilili Camacho Sablan","D","MP","S001177","For Indigenous Peoples of the United States","member","minority",3
"D000612","Jeffrey Denham","R","CA","D000612","For Indigenous Peoples of the United States","member","majority",3
"G000574","Ruben Gallego","D","AZ","G000574","For Indigenous Peoples of the United States","member","minority",4
"C001094","Paul Cook","R","CA","C001094","For Indigenous Peoples of the United States","member","majority",4
"R000600","Amata Coleman Radewagen","R","AS","R000600","For Indigenous Peoples of the United States","member","majority",5
"S001200","Darren Soto","D","FL","S001200","For Indigenous Peoples of the United States","member","minority",5
"H001050","Colleen Hanabusa","D","HI","H001050","For Indigenous Peoples of the United States","member","minority",6
"B001301","Jack Bergman","R","MI","B001301","For Indigenous Peoples of the United States","member","majority",7
"G000582","Jenniffer González-Colón","R","PR","G000582","For Indigenous Peoples of the United States","member","majority",8
"K000385","Robin Kelly","D","IL","K000385","Information Technology","member","minority",1
"H001073","Will Hurd","R","TX","H001073","Information Technology","member","majority",1
"R000606","Jamie Raskin","D","MD","R000606","Information Technology","member","minority",2
"M001201","Paul Mitchell","R","MI","M001201","Information Technology","member","majority",2
"L000562","Stephen F. Lynch","D","MA","L000562","Information Technology","member","minority",3
"I000056","Darrell Issa","R","CA","I000056","Information Technology","member","majority",3
"C001078","Gerald E. Connolly","D","VA","C001078","Information Technology","member","minority",4
"A000367","Justin Amash","R","MI","A000367","Information Technology","member","majority",4
"K000391","Raja Krishnamoorthi","D","IL","K000391","Information Technology","member","minority",5
"R000604","Steve Russell","R","OK","R000604","Information Technology","member","majority",6
"G000584","Greg Gianforte","R","MT","G000584","Information Technology","member","majority",7
"C001078","Gerald E. Connolly","D","VA","C001078","Government Operations","member","minority",1
"M001187","Mark Meadows","R","NC","M001187","Government Operations","member","majority",1
"H001071","Jody Hice","R","GA","H001071","Government Operations","member","majority",2
"M000087","Carolyn B. Maloney","D","NY","M000087","Government Operations","member","minority",2
"N000147","Eleanor Holmes Norton","D","DC","N000147","Government Operations","member","minority",3
"J000289","Jim Jordan","R","OH","J000289","Government Operations","member","majority",3
"S000051","Mark Sanford","R","SC","S000051","Government Operations","member","majority",4
"C001049","William Lacy Clay","D","MO","C001049","Government Operations","member","minority",4
"L000581","Brenda Lawrence","D","MI","L000581","Government Operations","member","minority",5
"M001184","Thomas Massie","R","KY","M001184","Government Operations","member","majority",5
"W000822","Bonnie Watson Coleman","D","NJ","W000822","Government Operations","member","minority",6
"R000593","Dennis Ross","R","FL","R000593","Government Operations","member","majority",7
"B001294","Rod Blum","R","IA","B001294","Government Operations","member","majority",8
"L000562","Stephen F. Lynch","D","MA","L000562","National Security","member","minority",1
"D000627","Val Demings","D","FL","D000627","National Security","member","minority",2
"R000604","Steve Russell","R","OK","R000604","National Security","member","majority",2
"W000800","Peter Welch","D","VT","W000800","National Security","member","minority",3
"D000533","John J. Duncan Jr.","R","TN","D000533","National Security","member","majority",3
"A000367","Justin Amash","R","MI","A000367","National Security","member","majority",4
"D000623","Mark DeSaulnier","D","CA","D000623","National Security","member","minority",4
"G000585","Jimmy Gomez","D","CA","G000585","National Security","member","minority",5
"G000565","Paul Gosar","R","AZ","G000565","National Security","member","majority",5
"F000450","Virginia Foxx","R","NC","F000450","National Security","member","majority",6
"H001071","Jody Hice","R","GA","H001071","National Security","member","majority",7
"C001108","James Comer","R","KY","C001108","National Security","member","majority",8
"P000610","Stacey Plaskett","D","VI","P000610","Environment","member","minority",1
"R000606","Jamie Raskin","D","MD","R000606","Environment","member","minority",2
"G000565","Paul Gosar","R","AZ","G000565","Environment","member","majority",2
"G000585","Jimmy Gomez","D","CA","G000585","Environment","member","minority",3
"R000593","Dennis Ross","R","FL","R000593","Environment","member","majority",3
"P000609","Gary Palmer","R","AL","P000609","Environment","member","majority",4
"C001108","James Comer","R","KY","C001108","Environment","member","majority",5
"G000584","Greg Gianforte","R","MT","G000584","Environment","member","majority",6
"K000391","Raja Krishnamoorthi","D","IL","K000391","Healthcare, Benefits, and Administrative Rules","member","minority",1
"J000289","Jim Jordan","R","OH","J000289","Healthcare, Benefits, and Administrative Rules","member","majority",1
"C000754","Jim Cooper","D","TN","C000754","Healthcare, Benefits, and Administrative Rules","member","minority",2
